"iMaxPain Free: Max Pain Calculator with Stock Chart, Watchlist and Hotlist","iMaxPain - Free : Max Pain Calculator with Stock Chart, Watchlist and Hotlist, Realtime Quotes",same
"iOptionOI Free : Options Open Interest Tracking and Visualization with Stock Chart, Watchlist and Hotlist","iOptionOI - Free : Options Open Interest Tracking and Visualization with Stock Chart, Watchlist and Hotlist",same
"iOptionVol : Options Volume Tracking and Visualization with Stock Chart, Watchlist and Hotlist","iOptionVol Pro : Options Volume Tracking and Visualization with Stock Chart, Watchlist and Hotlist",same
"iOptionVol Free : Options Volume Tracking and Visualization with Stock Chart, Watchlist and Hotlist","iOptionVol Pro - Free : Options Volume Tracking and Visualization with Stock Chart, Watchlist and Hotlist",same
"iOptionVol Pro - Free : Options Volume Tracking and Visualization with Stock Chart, Watchlist and Hotlist","iOptionVol Free : Pro Options Volume Tracking and Visualization with Stock Chart, Watchlist and Hotlist",same
"iOptionVol Pro : Options Volume Tracking and Visualization with Stock Chart, Watchlist and Hotlist","iOptionVol : Pro Options Volume Tracking and Visualization with Stock Chart, Watchlist and Hotlist",same
"iTalk Conservative Talk Radio with Rush Limbaugh, Hannity and more!",Conservative Talk Radio - for iOS 7,same
"iWallpaper Maker : Custom Wallpaper theme ( for home screen, lock screen, kakao, line, whatsapp and iOS7 )","iWallpaper Maker : Custom theme Wallpapers ( for home screen, lock screen, kakao, whatsapp, Messenger and iOS7 )",same
"iWallpaper Maker Lite : Custom Wallpaper theme ( for home screen, lock screen, kakao, line, whatsapp and iOS7 )","iWallpaper Maker Lite : Custom Wallpaper theme ( for home screen, lock screen, kakao, whatsapp and iOS7 )",same
"imDown - discover, watch, and share short videos under 45 seconds long at anytime","imDown - discover, watch, and share videos with friends",same
"instaPress - Make a Book from Photos, Blogs, PDFs, and Documents","instaPress - Create your own printable Book from Photos, Blogs, PDFs on your phone easy and fast",same
"just.me: meet people around the world, confess your secrets, chat with strangers, make friends",Chance (by just.me),different
"kickit 2.0 - Quit Smoking, Incentivized","kickit 2 - Quit Smoking, Incentivized",same
"kyCVwy - Résumé, CV & Cover Letter in PDF",kyCVwy - CV & Lettre de Motivation,same
"logmote - passwords, simple & secure",LogMote PE - Personal Edition,same
"meStudying - Algebra 1, AP English Language & Composition, Literature, Microeconomics, Psychology, and more","meStudying - Algebra 1, U.S. History, Geometry, Biology, AP English Language & Composition, Literature, Microeconomics, Psychology, and more",same
"media player OPlayer Lite - classic movie player, video player with subtitle and streaming support for iPhone",media player OPlayer Lite - classic video player and file manager for iPhone,same
"meets, make plan with friends","meets, plans with your friends. Make plans and find concerts with discounts around",same
"the L - Lesbian, Bi & Transgender Community",the L - Lesbian & Bisexual Girls Social Network,same
"tombola - Real Money Bingo, Cinco, BingoRoulette & Free Game","tombola bingo - Real Money Bingo, Cinco, BingoRoulette & Free Game",same
"u.Password - login & password manager, secure wallet with a dot lock safe vault to guard your privacy and hide secrets, personal data, private files and docs",u.Password - password manager and secure data vault,same
"world travel guide FREE : Transports , Hotels , restaurants","BBM world travel guide FREE : Transports , Hotels , restaurants for IOS 7",same
"¡A DORMIR!, Método del Dr. Eduard Estivill","Duérmete niño – Método del Doctor Eduard Estivill para enseñar a dormir a tu bebé y mantener el sueño toda la noche , una app que ayuda a los padres a combatir el insomnio",same
"İlahi Kervanı , Lite","İlahi Kervanı, Lite",same
"Авангард+ Sports.ru - все о команде, КХЛ и хоккее",Авангард edition by sports.ru. Лучшее о ХК Авангард и хоккее для Вас! Новости и онлайн-трансляции матчей Avangard в КХЛ.,same
"Автодруг: парковки, эвакуатор и штрафы Москвы и городов России",Авто Карта: бесплатные парковки и оплата парковки Москвы и Санкт-Петербурга,same
"Ак Барс+ Sports.ru - все о команде, КХЛ и хоккее",Ак Барс edition by sports.ru. Лучшее о ХК Ак Барс и хоккее для Вас! Новости и онлайн-трансляции матчей Ak Bars в КХЛ.,same
"Баю-Бай: успокаивающие и усыпляющие звуки природы и белый шум для хорошего и здорового сна новорожденных младенцев, малышей и детей","Баю-Бай: успокаивающие звуки природы и белый шум для хорошего и здорового сна новорожденных младенцев, малышей и детей, и отслеживание сна",same
"Бухгалтерия для бизнеса ""Моё дело""","Интернет-бухгалтерия ""Мое дело"" для бизнеса онлайн (moedelo.org)",same
"НеоМультик: Лунтик, Барбоскины, Богатыри – все серии детских мультфильмов.","НеоМультик: Лунтик, Барбоскины, Богатыри – все серии детских мультфильмов",same
"Сибирь+ Sports.ru - все о команде, КХЛ и хоккее",ХК Сибирь edition by sports.ru. Лучшее о ХК Сибирь и хоккее для Вас! Новости и онлайн-трансляции матчей Sibir Novosibirsk в КХЛ.,same
"ХК Динамо Минск+ Tribuna.com - все о команде, КХЛ и хоккее",Динамо Минск edition by sports.ru. Лучшее о ХК Динамо Минск и хоккее для Вас! Новости и онлайн-трансляции матчей Dynamo Minsk в КХЛ.,same
"לומדיםעםיאן:אותיותא""באופןהכתיבה","לומדיםעםיאן:אותיותא""ב,אופןהכתיבה",same
"”cameran collage""- clipping and combine photos, make a Japanese kawaii style ( cute & stylish ) easily","”cameran collage"" free collage app- clipping and combine photos, Japanese girl kawaii( cute & stylish) fashion stamps and frames",same
"ぴらつかこよみ 毎月2,000件の沖縄関連イベントを配信してる沖縄ファンのためのアプリ。沖縄イベントカレンダーの決定版。＜無料＞","沖縄イベントカレンダーの決定版ぴらつかこよみ 毎月2,000件の沖縄関連イベントを配信してる沖縄ファンのためのアプリ。＜無料＞",same
"アニメ,ゲーム,同人のフリマアプリ/A2mato(アニマート)-漫画、同人、声優、アイドルを扱う簡単無料の人気フリマアプリ",アニメや同人のフリマアプリ/A2mato(アニマート),same
"メイクアップ・スキンケアのトライアルコスメのカタログアプリ""Belle""","コスメ・メイクアップ・スキンケアのトライアルコスメやサンプルコスメのカタログアプリ-""Belle(ベル)""",same
"一元旅行-众筹旅游,全民1元云购口袋夺宝","一元旅行-1元旅游,全民云购口袋夺宝",same
"世界最速1秒家計簿""ONE SECOND""","世界最速1秒家計簿""ONE SECOND"" -面倒な会員登録も不要で簡単でシンプルな節約アプリ！",same
"主题-全景壁纸,动态壁纸,快播",主题-壁纸,same
"事业测算-美好的事业,从这里开始",事业测算-2014事业财运运势测算分析雷曼泡泡割绳子保卫萝卜天天英雄爸爸去哪儿支付宝钱包铁路12306微视音乐酷狗百度优酷爱奇艺乐视暴风高清影音视频周易高吉占星超凡起名解名,same
"云图TV-看电视,高清直播吧,影视,综艺,新闻,体育频道,手机电视剧,财经资讯,湖南卫视,NBA,TVB,CCTV",云图TV -看电视电视直播网络电视体育直播影视综艺新闻频道热门电影手机电视剧财经资讯湖南卫视TVB NBA CCTV凤凰卫视,same
"今夜酒店特价- 7天,如家,汉庭,莫泰,锦江之星,格林豪泰,速8,布丁,快捷酒店,旅游,会员价预订,美图,点评,地图,导航,经济型酒店",今夜酒店特价-特价预订快捷酒店和星级酒店,same
"今夜酒店特价Pro - 7天,如家,汉庭,莫泰,锦江之星,格林豪泰,速8,布丁,快捷酒店,米途,旅游,会员价预订,美图,点评,地图,导航,经济型酒店",今夜酒店特价Pro -特价预订快捷酒店和星级酒店,same
"伦敦地铁离线旅游指南-自由行必备,路线地图,机票酒店","伦敦地铁离线地图旅游交通指南-London tube and Offline Maps,英国伦敦自由行,机场公车路线景点地图,机票酒店去哪儿都行",same
"体质测算-根据不同的体质,提出很好的养生建议",体质测算-生辰八字身体健康指数测试分析周易八卦中医养生预防疾病雷曼泡泡割绳子保卫萝卜天天英雄爸爸去哪儿支付宝钱包铁路12306微视音乐酷狗百度优酷爱奇艺乐视暴风高清影音视频,same
"全民英雄社区-游戏攻略论坛,休闲游戏礼包助手卡牌微信副本资料英雄装备美女交友,我叫MT大掌门天天飞车天天酷跑爸爸去哪儿,QQ游戏魔漫相机陌陌斗地主节奏大师保卫萝卜快播yy唱吧爱消除","全民英雄攻略社区-游戏论坛,休闲游戏礼包助手卡牌微信副本资料英雄装备美女交友,我叫MT大掌门天天飞车天天酷跑爸爸去哪儿,QQ魔漫相机陌陌斗地主节奏大师保卫萝卜快播yy唱吧爱消除",same
"全球汽车通缉整合汽车之家、太平洋汽车、爱卡汽车、新浪汽车、新车评网等强势汽车媒体的最新资讯、报价、参数、图片、论坛等,为您带来浏览汽车资讯、广州车展、汽车手机应用免费下载",全球汽车通缉,same
"公考每日一题·国考省考版，华图·中公精华集锦,支持微信·朋友圈·微博分享",公考每日一题-公务员考试在线学习经典版大纲教材，内部教案图书视频网校讲座猿题库，华图中公专业名师推荐公开课，支持微信朋友圈微博分享,same
"共时财经-最快财经新闻,最新互联网金融资讯,金融头条快讯APP","共时财经-最新财经资讯,最快金融头条",same
"凸凸TV(专业版)-全民直播平台,手机游戏专业解说视频",凸凸TV(专业版)-全民手游直播平台,same
"创意也疯狂-专属于你的创意国度,手工,生活有意思,美发,创意家装精选,dealmoon,ikea,挖笑话,果壳网,数字尾巴,打扮妞,火花,ifunny,手工客,怪物闹钟,苹果助手,cocoppa,one一个,宜家《家居指南》,设计","创意也疯狂-专属于你的创意国度,手工,生活有意思,美发,创意家装精选,dealmoon,ikea,挖笑话,果壳网,数字尾巴,打扮妞,火花,手工客,怪物闹钟,苹果助手,cocoppa,one一个,宜家《家居指南》,设计",same
"创意也疯狂-专属于你的创意国度,手工,生活有意思,美发,创意家装精选,dealmoon,ikea,挖笑话,果壳网,数字尾巴,打扮妞,火花,ifunny,手工客,怪物闹钟,苹果助手,cocoppa,one一个,宜家《家居指南》,设计","创意也疯狂-专属于你的创意国度,手工,生活有意思,美发,创意家装精选,dealmoon,ikea,挖笑话,果壳网,数字尾巴,打扮妞,火花,手工客,怪物闹钟,苹果助手,cocoppa,one一个,宜家《家居指南》,设计",same
"创意也疯狂-专属于你的创意国度,手工,生活有意思,美发,创意家装精选,dealmoon,ikea,挖笑话,果壳网,数字尾巴,打扮妞,火花,手工客,怪物闹钟,苹果助手,cocoppa,one一个,宜家《家居指南》,设计","创意也疯狂-专属于你的创意国度,手工,生活有意思,美发,创意家装精选,dealmoon,ikea,挖笑话,果壳网,数字尾巴,打扮妞,火花,ifunny,手工客,怪物闹钟,苹果助手,cocoppa,one一个,宜家《家居指南》,设计",same
"午夜看书-小说阅读神器,全本免费小说书城","午夜看书神器-免费小说下载阅读器,全本免费小说书城",same
"司马南V1-第一视频独家打造名人app,微博,微信,视频,新闻,个人自媒体,开启语音发布,评论新模式,独家观点,自由声音,思想门派,名人,司马南",司马南V1-第一视频独家打造的名人app,same
"周末去哪儿-爱社交,爱旅行,爱DIY,爱展览,爱演出",周末去哪儿-订周边游展览演出门票，春节出行攻略,same
"四国战记-热门游戏推荐,大众娱乐助手,天天送金币礼包.分享到微博微信陌陌QQ腾讯百度魔漫淘宝优酷京东来往美团美颜送好礼,全民史上疯狂天天爱玩桌游卡牌大师",四国战记-寒冰之刃,same
"四国战记-热门游戏推荐,大众娱乐助手,天天送金币礼包.分享到微博微信陌陌QQ腾讯百度魔漫淘宝优酷京东来往美团美颜送好礼,全民史上疯狂天天爱玩桌游卡牌大师",四国战记-寒冰之刃,same
"土豪机票：公交地铁唱贴吧人人搜狗大众点评,京东一号店糯米高德google地图导航,搜狐新浪移动电信联通,有道词典金山词霸,旺旺携同程去哪儿艺龙斗地主,来电归属地黑名单YY美图快播,银行玄幻!",土豪机票,same
"在一城-同城生活社区,本地时尚消费指南,北京厦门吃喝玩乐购分享",在一城-新鲜有料的同城生活社区,same
